address,maxClaimable,price
0xcd6529ded6718ce9d2f4eaea68618b36a527d69f,1,0.00
0xffba08ec9ddc259ce99325b04645b862aef8e1d5,1,0.00
0x2974be39a2d4d83a7bfb0ee25176c9ed8868cae0,1,0.00
0x0ec29e7e4cc5c3baadd6e09bad040b6905cb1ef5,1,0.00
0xaeb8751a027022f5e512a164dd58d98a73c521cd,1,0.00
0x3068a00b0e556a7a112bb187af6569bee970c207,1,0.00
0x38c37cdd992112c2bdb70fe6bc460beb288af27a,1,0.00
0xfb696754da156565adca36bc39fcaf0b0f929fdf,1,0.00
0x0441b0e3fe785da4c40f6b093c60d105a1d540be,1,0.00
0x9e374fb05ca967b15d629fa64414527d05cc0977,1,0.00
0x17daf278f0d4e406b435ea74387f52d0b18c5c25,1,0.00
0x557373118de50a81ca84884d1f2267231a3b1e94,1,0.00
0x600427ed75a266d7bc0d54d0fda83f2b7cb18491,1,0.00
0x6411e1219a4700a1e82fcb952a05a1e12bf33af3,1,0.00
0xa692004614262d0b1155744106abdadb301dd433,1,0.00
0x9a598c253bfb1e50423e94945248d12e60dd4343,1,0.00
0xefa55af7a4efa7a5a02dd5e56a34f4bfa3ecf918,1,0.00
0xd221fb625d25e352036e8b8e077832fc35ec73bc,1,0.00
0x94a3487cc355f5d3b0f21c5b3283108e15c7e397,1,0.00
0x876fa45502a475cc09764522282700b8e08d5d60,1,0.00
0x8306e283be030407c9efe26ea9aaed22573e03c0,1,0.00
0x1315269cae41ca3ec3fca9b4287e7e525986f3b2,1,0.00
0xa069f2204cab4862c861925ad40b113d158a5e2f,1,0.00
0x091fa7d523faea09a479a062437412924050dd8f,1,0.00
0xa838c04583664c36974417c6490fd8fe830e3482,1,0.00
0xdd2aac89fffd93292cb0baab45a5f880391b45be,1,0.00
0x2aa644f16ae4759da288fa5029bc509b5458cf98,1,0.00
0x84e8efe8d68153c5f5322956df2f246516a65e3b,1,0.00
0x22cf7cb48c74b07e1c0dcab5c047c5ed73292805,1,0.00
0x99460e388e45cf5089eb2eb751baccf08d9a1565,1,0.00
0xc30ad2f5d15575749950c8ac88ef9b8e3eb93eb7,1,0.00
0xa5ccf767368c655abc3e6f675701a445560eb25e,1,0.00
0xca3daa627ca0c1eb3dfc91ded2a0b310aba03476,1,0.00
0x5db804606df484f1fad5e86311219d7b527cd72b,1,0.00
0x6c140edc579073c001fb60a2b8f3ab4d83d063e3,1,0.00
0x82c0400d1745e36b80be6675f0c37115dddb4129,1,0.00
